,Amplitude,AndersonDarling,Autocor_length,Beyond1Std,Gskew,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PercentAmplitude,PeriodLS
0,0.027000000000000003,0.0,3,0.27,0.019,-7.000000000000002e-06,0.130305,14.270917,0.000995,0.009000000000000001,0.533333,0.004906000000000001,17.880565
1,0.214,0.0,18,0.346667,0.126,1e-06,0.01056,13.696013,0.00865,0.0975,0.24,0.026910000000000003,0.997859
2,0.2705,0.0,1,0.223333,0.232,-1e-05,0.319591,19.36809,0.006736,0.071,0.53,0.027474,2.534404
3,0.3425,0.0,13,0.396667,-0.017,-9e-05,0.664452,14.216857,0.013279,0.1515,0.25,0.029652,117.161715
4,0.01075,0.097155,1,0.31383,-0.002,-2e-06,0.105675,13.609633,0.00041,0.004,0.494681,0.00147,7.655264
5,0.0925,0.0,1,0.286667,0.0525,4e-06,20.114943,17.674943,0.002604,0.0285,0.423333,0.008461,3.101105
6,0.07325,3.5e-05,13,0.27026999999999995,0.053,-0.000171,0.93562,13.223068,0.002724,0.022,0.405405,0.008623,147.996247
7,0.222,0.039383,1,0.297872,-0.0335,-6.1e-05,4.828199,15.904539000000002,0.007964,0.09,0.276596,0.016653,0.558561
8,0.063,0.052098,3,0.31068,0.0175,-5.400000000000001e-05,0.088183,12.543311,0.002687,0.022,0.281553,0.005982,47.769788
9,0.02,0.012595,4,0.283333,0.004,-1.4e-05,0.409165,12.90414,0.000805,0.0065,0.503333,0.003294,1394.06462
10,0.184,0.000109,1,0.363333,-0.014,-1.7e-05,35.9375,18.79394,0.005439,0.081,0.28,0.01636,0.346159
11,0.31,5.400000000000001e-05,1,0.363333,-0.052000000000000005,-0.000144,11.440968,18.71917,0.009509,0.1285,0.283333,0.020863,0.648233
12,0.0715,0.356033,1,0.291667,0.021,0.000116,0.5464479999999999,18.247347,0.001965,0.021,0.402778,0.005509,0.285535
13,0.0155,0.05062,2,0.344828,-0.001,-2e-06,1.360544,13.417379,0.000641,0.006,0.314176,0.001565,16.524005
14,0.0115,0.07149900000000001,2,0.309278,-0.001,9e-06,0.08881,13.186268,0.000429,0.004,0.360825,0.001138,0.107947
15,0.01275,0.231825,1,0.257143,0.0035,3e-06,0.456621,13.308257,0.000496,0.005,0.428571,0.0016530000000000002,19.914446
16,0.019,0.288544,3,0.346667,0.003,-7.000000000000002e-06,0.110619,13.507929999999998,0.00073,0.006999999999999999,0.48,0.002739,288.598728
17,0.1575,0.007212,11,0.293333,-0.04,-1.9e-05,0.169972,13.405577,0.006159,0.0555,0.373333,0.017629,728.47257
18,0.1145,0.0,10,0.263333,0.108,4e-06,0.011028,14.183979999999998,0.004121,0.0265,0.55,0.015068000000000003,725.9672099999998
19,0.101,0.001395,7,0.372222,-0.005,-6e-05,0.573682,13.700444,0.003956,0.0415,0.333333,0.010336,41.718635
20,0.1305,0.125397,7,0.353333,-0.001,-2.8000000000000006e-05,0.630915,13.34915,0.005131,0.046,0.353333,0.012061,739.467625
21,0.092,0.0,6,0.356667,0.053,-7.000000000000002e-06,12.222222,13.138537,0.003817,0.0355,0.366667,0.010433,1.029353
22,0.027000000000000003,0.036893,2,0.313333,0.006999999999999999,-6e-06,0.645161,12.83899,0.001104,0.011,0.42,0.003739,1.026274
23,0.0175,0.040639,2,0.347826,-0.0025,-6e-06,0.038095,14.437591,0.000646,0.006999999999999999,0.373913,0.001731,33.433188
24,0.433,0.0,1,0.423333,-0.336,1.6e-05,0.686462,19.022603,0.012689,0.161,0.323333,0.038524,0.470033
25,0.0205,0.552941,6,0.323333,-0.003,-1.2e-05,0.498339,14.423377,0.000715,0.0065,0.5,0.002704,0.996662
26,0.422,0.0,1,0.15,0.5329999999999999,1e-06,0.754977,19.116973,0.010423,0.0715,0.66,0.042746,0.677427
27,0.00975,0.18183,2,0.280374,-0.0015,1e-05,0.061397,12.953477,0.000382,0.003,0.420561,0.001312,0.124456
28,0.0125,0.0,14,0.306667,-0.01,0.001004,2.32288,13.159997,0.000522,0.004,0.583333,0.002127,12.29562
29,0.017,0.878266,2,0.285714,0.0,-1.9e-05,0.007701,12.758082,0.000705,0.006,0.408163,0.001881,83.056578
30,0.0135,0.238615,5,0.324324,-0.001,-1.9e-05,0.115257,14.078141,0.000518,0.006,0.340541,0.001492,917.91012
31,0.036000000000000004,0.015563,6,0.336667,-0.0135,1e-05,1.615074,13.300393,0.001392,0.013,0.426667,0.004586,71.77319399999998
32,0.179,0.002106,8,0.303333,0.067,-9.7e-05,0.408426,14.56551,0.005965,0.055,0.446667,0.019302,1410.05227
33,0.337,0.002414,6,0.365854,-0.17600000000000002,-4.7e-05,0.041603,13.748707,0.01359,0.1515,0.256098,0.033786000000000004,136.444857
34,0.0145,0.006811,2,0.323333,0.001,2e-06,0.60241,13.368343,0.000533,0.004,0.51,0.001571,0.994936
35,0.02975,0.14494200000000002,3,0.29090900000000003,0.0005,-2e-06,0.011165,14.474791,0.000965,0.0075,0.4454550000000001,0.002349,354.812633
36,0.03075,0.003856,3,0.30687800000000004,-0.012,2e-06,0.094162,13.164333,0.001246,0.012,0.37037,0.003874,18.19368
37,0.0275,0.048957,2,0.275229,-0.017,-3e-06,0.011919,14.059615,0.001093,0.01,0.440367,0.00384,29.977342
38,0.0535,0.129428,4,0.333333,0.0325,4e-05,0.013045,13.617476000000002,0.001958,0.017,0.371429,0.00617,36.538994
39,0.0195,0.432007,4,0.34,0.0,-1e-05,0.144875,13.778332999999998,0.000766,0.008,0.44,0.00225,0.999442
40,0.0215,0.001111,18,0.408163,0.0005,-1.7e-05,1.644737,13.856788,0.000917,0.01,0.326531,0.002742,11.557655
41,0.0205,0.055723,2,0.346667,-0.006,9e-06,0.058507,13.85636,0.000752,0.006999999999999999,0.49,0.002814,13.228284
42,0.02775,0.778636,3,0.349057,0.002,-2.2e-05,0.107444,12.30583,0.001194,0.01,0.415094,0.004023,1.004529
43,0.3175,0.057493,1,0.35,-0.0355,-2.3e-05,7.460253,19.060847,0.008759000000000001,0.1275,0.366667,0.023913,0.600698
44,0.1385,2e-06,5,0.32,-0.061,2.2e-05,1.636661,14.22503,0.005136,0.053,0.313333,0.012892,50.387878
45,0.025,0.811972,2,0.31068,-0.0025,-2e-06,0.125773,12.207398,0.001113,0.009000000000000001,0.398058,0.00344,25.987606
46,0.0205,0.0008880000000000002,1,0.29,0.0075,-8e-06,0.5728310000000001,13.76402,0.000727,0.006,0.543333,0.002834,0.996955
47,0.0185,0.143463,2,0.266667,-0.001,1e-06,0.060661,13.472582999999998,0.000675,0.006,0.533333,0.002524,456.947924
48,0.133,0.0,1,0.47,0.024,2.7e-05,2.85638,16.488326999999998,0.005417,0.085,0.153333,0.010982,0.32729
49,0.0185,0.05464,1,0.33,0.006999999999999999,2e-06,1.328192,16.073683,0.0005549999999999999,0.005,0.506667,0.001804,0.369126
50,0.2125,0.0,1,0.195946,0.205,3e-06,18.206522,19.364088,0.005311,0.0545,0.77027,0.027153,0.07258200000000001
51,0.04575,0.023379,5,0.392157,0.018000000000000002,-8.6e-05,0.025666,12.184775,0.002144,0.022,0.362745,0.005089,272.86986
52,0.269,0.345532,1,0.25,-0.034,-0.00095,1.580951,18.133792,0.007504999999999999,0.0875,0.458333,0.024681,0.064184
53,0.206,0.004804,15,0.337079,0.012,-0.000479,0.121749,13.905118,0.007913,0.0715,0.303371,0.016413999999999998,1400.91336
54,0.0595,0.073216,4,0.377551,0.0,-0.000111,0.024507,13.683684,0.002356,0.024,0.265306,0.00464,0.335721
55,0.02075,0.013384,2,0.355769,0.013,1.6e-05,0.017304,13.293481,0.0008550000000000001,0.0075,0.375,0.003085,0.233316
56,0.0185,0.5197039999999999,1,0.32,-0.0035,-4e-06,8.069164,14.955832999999998,0.0006219999999999999,0.006,0.44,0.001939,1.001383
57,0.0375,0.017746,4,0.313333,0.0035,-1.6e-05,0.141777,13.62644,0.001498,0.014,0.49,0.006751999999999999,36.754436
58,0.015,0.092226,2,0.26,0.001,-4e-06,0.903614,14.381576999999998,0.000534,0.005,0.563333,0.001877,1.001566
59,0.017,0.018234,2,0.3,0.002,-9e-06,0.159532,13.650363,0.000665,0.006,0.466667,0.0020510000000000003,1748.3694
60,0.0195,0.271719,1,0.326667,-0.001,3e-06,0.018738,15.437013,0.0006450000000000001,0.006999999999999999,0.476667,0.002073,0.994659
61,0.121,0.617818,9,0.303333,0.011,1.9e-05,0.024908,14.66998,0.004185,0.043,0.39,0.010907,174.241347
62,0.1775,0.0,11,0.343333,0.174,1.7e-05,0.021442,14.637103,0.007210999999999999,0.0665,0.28,0.02146,526.2918030000002
63,0.031,0.29108,3,0.29,-0.004,-1.4e-05,0.221076,13.329063,0.001102,0.01,0.416667,0.003001,19.382862
64,0.0465,0.5616720000000001,4,0.323333,0.0075,-2e-06,0.056116999999999986,14.71933,0.001631,0.016,0.43,0.005231,0.997757
65,0.0665,0.006236,8,0.273333,0.02,2e-06,0.234028,13.693307,0.002196,0.02,0.493333,0.008398000000000001,194.522237
66,0.0225,0.334504,3,0.323353,0.0075,1.8e-05,1.285521,15.107335,0.000739,0.008,0.389222,0.002251,21.436216
67,0.07025,0.00322,5,0.26455,0.0115,-4.4e-05,0.501972,14.123677,0.002338,0.021,0.465608,0.006371,23.695443
68,0.142,0.185367,6,0.373333,0.018000000000000002,-5.2e-05,0.487126,13.219937,0.005788000000000001,0.0555,0.376667,0.013655,730.9424349999998
69,0.1935,0.024146,1,0.294314,0.069,-2.7e-05,15.283203,19.256829,0.005325,0.067,0.4682270000000001,0.017509,0.268853
70,0.011,0.017807,3,0.351171,0.002,-0.000195,1.962617,14.668498,0.000429,0.004,0.505017,0.001773,0.184886
71,0.07,0.000341,5,0.353333,0.014,-1.3e-05,0.268097,13.65912,0.002844,0.0265,0.41,0.00875,424.396781
72,0.047,0.102234,3,0.366071,-0.018000000000000002,-3.8e-05,0.013534,13.651893,0.001697,0.0175,0.383929,0.004943,861.6878230000002
73,0.115,0.050331,5,0.36,0.015,-6e-06,0.592105,14.044726999999998,0.004348,0.043,0.396667,0.011675,50.69325900000001
74,0.1695,0.0,6,0.13333299999999998,0.299,0.002643,6.324473,17.014097,0.005391,0.012,0.81,0.021497,0.740735
75,0.087,0.044993,3,0.3,0.019,-3.1e-05,4.272151999999998,13.596653,0.002849,0.024,0.45,0.009672,25.972076
76,0.064,0.004802000000000001,3,0.343333,-0.008,3e-06,0.217313,13.053113,0.00267,0.0235,0.36,0.006474,22.448362
77,0.14800000000000002,0.114737,5,0.313333,-0.017,-4.2e-05,0.07698200000000001,15.479323,0.0048590000000000005,0.048,0.43,0.014894,629.601943
78,0.0165,0.25306300000000004,3,0.296296,-0.0025,2.9e-05,0.178549,15.395926,0.000537,0.005,0.303704,0.001429,278.964338
79,0.0285,0.002686,4,0.42029,0.003,7.000000000000002e-06,0.17746199999999998,13.378645,0.001246,0.013,0.275362,0.002616,30.068608
80,0.0525,0.004584,4,0.269231,0.046,6e-05,0.057039,11.899519,0.0026,0.021,0.403846,0.00971,400.154631
81,0.12,0.002439,8,0.432692,0.014,-1.2e-05,0.015189,13.654019,0.005365999999999999,0.064,0.278846,0.011026,213.053827
82,0.0695,0.000906,5,0.363333,0.005,-1.4e-05,0.013478,14.46648,0.002806,0.031,0.31666700000000003,0.006914,0.503574
83,0.0245,0.007819,2,0.29,-0.0045,-2e-06,0.536553,13.242063,0.000916,0.006999999999999999,0.46,0.003171,1094.213378
84,0.027000000000000003,0.304033,2,0.31666700000000003,0.005,3e-06,0.188088,13.624073,0.001057,0.0095,0.446667,0.003303,16.345114000000002
85,0.0355,0.51247,2,0.33,-0.0045,-4e-06,0.110824,13.583307,0.001353,0.013,0.366667,0.00346,19.589304
86,0.2525,0.003009,1,0.356667,-0.063,6e-06,3.471553,18.78042,0.007483,0.1115,0.286667,0.018445,0.590334
87,0.0565,0.0,2,0.117057,0.065,-2e-06,0.516274,16.16408,0.001245,0.008,0.852843,0.00662,51.01069
88,0.014,0.0,27,0.32,0.0075,-0.0008880000000000002,2.002225,13.992123,0.000531,0.005,0.326667,0.001572,16.994220000000002
89,0.34600000000000003,0.04471,1,0.284281,0.071,-1.8e-05,0.358112,19.985064,0.008195000000000001,0.105,0.494983,0.030091000000000007,1.59495
90,0.022,0.00155,2,0.34,0.009000000000000001,-1.1e-05,0.458716,13.26491,0.000863,0.006999999999999999,0.376667,0.002639,18.866987
91,0.0305,0.117184,4,0.27,0.0,-1.4e-05,0.414079,14.833893,0.001079,0.01,0.51,0.004045,0.999555
92,0.0215,0.305316,4,0.326667,-0.006999999999999999,1.2e-05,1.149425,14.94331,0.000791,0.008,0.49,0.002744,559.48297
93,0.0135,0.690627,2,0.340206,0.002,2.2e-05,0.061557000000000014,12.748402,0.0005780000000000001,0.005,0.371134,0.001333,0.996034
94,0.0235,0.083526,15,0.31,0.0,6e-06,0.159134,14.837583,0.000843,0.009000000000000001,0.416667,0.002763,1525.809283
95,0.606,0.0,13,0.39,0.34,0.00033,0.056196,14.492567,0.025604,0.329,0.183333,0.059947,200.809237
96,0.31325,0.001086,33,0.399142,-0.026,-5.7e-05,0.252861,14.068661,0.012766,0.13699999999999998,0.32618,0.025626,1297.504062
97,0.034,0.005179,4,0.293333,-0.009000000000000001,5e-06,0.102722,15.188197,0.001144,0.011,0.476667,0.003884,37.389805
98,0.1015,0.495802,3,0.294643,-0.0035,-6e-06,0.014122999999999997,13.857875,0.003591,0.035,0.348214,0.009847,55.26257800000001
99,0.128,1.3e-05,8,0.343333,-0.0505,7e-05,1.390025,13.98319,0.004814,0.041,0.396667,0.013006,520.588905
100,0.048,1.3e-05,6,0.276667,0.0235,-1.3e-05,0.295925,14.578682999999998,0.002079,0.023,0.526667,0.008095,62.183738
101,0.1125,7.900000000000001e-05,6,0.406667,-0.01,1.2e-05,1.286174,14.346913,0.004378,0.052000000000000005,0.293333,0.009582,69.111372
102,0.2605,0.0,1,0.257525,0.234,-6.6e-05,0.433642,18.728355,0.007864,0.085,0.381271,0.02472,6.337814
103,0.01,0.050545,1,0.383838,-0.004,-4e-06,0.012854,13.443110999999998,0.000409,0.004,0.333333,0.000893,1.013706
104,0.0395,0.00074,3,0.319149,0.026,-7.3e-05,0.508259,12.697904,0.0017420000000000005,0.0155,0.329787,0.005633,20.335113
105,0.0195,0.000798,3,0.276667,0.009000000000000001,-1.3e-05,1.37457,14.542467000000002,0.00067,0.006999999999999999,0.403333,0.002132,1626.1095
106,0.19375,0.096118,1,0.380282,0.038,0.000132,0.349538,18.453394,0.006337,0.102,0.239437,0.012688,0.5939270000000001
107,0.13075,0.009483,7,0.298611,0.025,9.5e-05,0.221729,13.937653,0.004472,0.042,0.305556,0.011186,81.245115
108,0.046,0.380472,2,0.3125,0.001,-3.3e-05,0.53286,13.620771,0.001849,0.014,0.479167,0.00558,22.930151
109,0.02675,0.017221,2,0.272727,0.012,1.1e-05,2.51046,15.424322,0.0008560000000000001,0.006999999999999999,0.5524479999999999,0.003307,20.284567000000006
110,0.151,0.0,4,0.17666700000000002,0.254,-0.001207,8.768822,15.428223,0.006222999999999999,0.012,0.75,0.018396,0.513508
111,0.0275,0.006712999999999999,2,0.34,0.01,-1.5e-05,0.170648,14.13829,0.000995,0.01,0.306667,0.002829,2165.93841
112,0.04975,0.459808,3,0.321101,0.009000000000000001,-2e-05,0.058565,12.925339,0.001834,0.014,0.440367,0.005338,1.041754
113,1.32375,0.0,9,0.386207,-0.894,7.5e-05,0.165017,12.897352,0.064815,0.742,0.151724,0.142354,387.9307
114,0.018000000000000002,0.142271,2,0.31666700000000003,-0.0025,-3e-06,0.023503,15.466887,0.000606,0.006,0.513333,0.002457,18.318246
115,0.01325,0.256025,3,0.326241,0.002,-1.3e-05,0.221729,14.059957,0.000478,0.005,0.390071,0.001209,133.805307
116,0.1785,0.008877,13,0.32,-0.03,-0.00013700000000000002,0.7178939999999999,15.02908,0.00647,0.066,0.346667,0.017159999999999998,8741.847
117,0.03625,0.001127,8,0.346667,0.019,0.00024700000000000004,0.041825,15.042,0.001366,0.013,0.386667,0.003591,222.62357000000003
118,0.0165,0.6112449999999999,2,0.32195100000000004,0.004,-6e-06,0.165017,13.385415,0.000654,0.006,0.4829270000000001,0.00254,9.105471
119,0.1375,1.4e-05,7,0.34,-0.016,-2.2e-05,0.115207,14.88265,0.005163,0.0625,0.263333,0.014551,695.2166440000002
120,0.046,0.007011,3,0.323333,0.012,-3.6e-05,4.40678,14.695793,0.0016010000000000002,0.017,0.34,0.004628,2704.26544
121,0.094,0.00023,6,0.271429,0.023,4e-06,0.015132,14.315729,0.003327,0.0185,0.5428569999999999,0.011285,0.993793
122,0.10875,0.008522,8,0.368056,-0.0155,-0.000102,0.200893,13.216451,0.004903,0.049,0.326389,0.014522,53.621777
123,0.016,0.397916,2,0.28972,-0.0045,-2e-06,0.076046,13.441252,0.000593,0.005,0.411215,0.0017109999999999998,1.016298
124,0.0145,0.30502,2,0.323529,-0.001,6e-06,0.355082,13.428596,0.0005650000000000001,0.005,0.448529,0.001638,22.199671
125,0.114,0.001205,4,0.376667,-0.0405,4.2e-05,0.488202,14.360037,0.004264,0.0495,0.29,0.010999,29.958267
126,0.2185,0.0,15,0.37,0.019,7.099999999999999e-05,0.01187,13.96486,0.009108,0.103,0.186667,0.019011,289.238335
127,0.094,0.00971,5,0.31666700000000003,-0.018000000000000002,-4.2e-05,1.509134,13.1918,0.003683,0.03,0.463333,0.01129,666.4464
128,0.0955,0.0,4,0.383333,0.023,0.00088,15.760369,18.07834,0.00307,0.0465,0.303333,0.009101,0.349312
129,0.017,0.005224,3,0.276667,-0.0095,-2e-06,0.901526,13.742097,0.000651,0.006,0.496667,0.002547,266.09499500000004
130,0.0815,0.517305,1,0.282609,0.034,0.000177,0.17703,17.804064999999994,0.002595,0.0315,0.282609,0.00733,0.356018
131,0.0195,0.04719,2,0.31666700000000003,0.0035,5e-06,0.028863,14.868503,0.000735,0.008,0.4,0.002421,1450.63892
132,0.12625,0.0,1,0.456044,-0.0305,8.1e-05,2.860323,17.060802,0.004899000000000001,0.076,0.14285699999999998,0.009753,0.253031
133,0.019,0.100136,2,0.31,0.009000000000000001,-5e-06,0.021625,13.31981,0.000745,0.0065,0.46,0.002816,0.931512
134,0.07400000000000001,0.439408,1,0.326667,-0.0015,9e-06,5.569007,17.998089999999994,0.002171,0.0285,0.37,0.005723,0.341524
135,0.0205,0.00383,1,0.283333,-0.0055,-2e-06,0.636672,14.71902,0.000642,0.006,0.566667,0.002582,0.994331
136,0.0175,0.044088,2,0.34,-0.005,5e-06,0.076834,15.093847,0.000599,0.006,0.376667,0.001656,2230.706268
137,0.014,0.087809,2,0.30814,-0.0015,0.0,0.136154,15.359169,0.000442,0.0045,0.465116,0.00127,14.233861
138,0.02375,0.126041,2,0.321739,-0.013,-1.3e-05,0.073665,15.051483,0.0009,0.009000000000000001,0.469565,0.003587,2151.043935
139,0.373,0.0,3,0.246667,0.434,-0.001749,35.451197,18.82156,0.011613,0.123,0.396667,0.037648,0.193794
140,0.059,0.023702,14,0.333333,0.01,-4.3e-05,0.304229,13.097357,0.002265,0.021,0.326667,0.0054210000000000005,402.303634
141,0.241,0.0,6,0.096667,0.4085,0.000129,12.712623,18.137563,0.006176,0.0305,0.763333,0.027594,0.448967
142,0.02,0.265546,4,0.29,0.0015,-1e-06,0.256805,13.825197,0.000722,0.0065,0.5,0.002459,629.910005
143,0.02275,0.011346,6,0.377049,0.0045,-2.6e-05,0.143318,14.259951,0.000914,0.011,0.295082,0.002104,11.011516
144,0.1955,0.0,1,0.406667,0.041,1e-06,0.35564,17.704013,0.007094,0.1175,0.14666700000000002,0.01427,1.6936240000000002
145,0.02275,0.656015,4,0.328571,-0.0045,3.2e-05,0.028198,14.523829,0.0008300000000000001,0.0075,0.385714,0.002238,0.974524
146,0.021,0.095178,2,0.313333,-0.002,-8e-06,0.18423,14.082073,0.000708,0.006999999999999999,0.43,0.002059,12.057477
147,0.0215,0.656162,1,0.270833,0.0095,8.8e-05,0.079888,15.356770999999998,0.000736,0.008,0.3125,0.0020510000000000003,1.002809
148,0.02,0.025031,2,0.333333,-0.009000000000000001,-8e-06,0.009882,14.110714000000002,0.000743,0.006,0.409524,0.002197,17.038991
149,0.114,0.000394,1,0.326667,0.034,1.3e-05,0.126558,18.024393,0.003389,0.0445,0.326667,0.008545,0.276747
150,0.0185,0.113516,1,0.286667,0.006,-1e-06,0.078563,13.325207,0.000675,0.006,0.51,0.002326,12.560205
151,0.0105,0.6021310000000001,2,0.297872,0.003,9.7e-05,0.017228999999999998,15.413894,0.000373,0.004,0.319149,0.000973,0.990335
152,0.257,0.000236,14,0.343333,0.023,-0.000145,0.297114,14.917113,0.00855,0.08,0.413333,0.020693,121.135395
153,0.245,0.000433,1,0.373333,0.056,1e-06,0.338969,18.828887,0.007537,0.1125,0.296667,0.021082,0.597021
154,0.0645,4e-05,3,0.346154,-0.033,-7.4e-05,0.041488,12.906317,0.002914,0.027000000000000003,0.384615,0.007668,41.065447
155,0.02,0.177097,2,0.28,0.003,1e-06,0.024568,15.21043,0.0006900000000000001,0.006999999999999999,0.48,0.002696,20.895744
156,0.0225,0.708494,2,0.286667,0.0015,-4e-06,0.264375,15.842943,0.000686,0.006999999999999999,0.453333,0.002209,12.428027
157,0.349,0.0,1,0.403333,-0.202,5e-05,16.853429000000002,16.280413,0.01188,0.1215,0.306667,0.030104,0.484718
158,0.412,0.013683,3,0.3,0.136,0.001896,61.182994,20.000177,0.010895,0.1555,0.393333,0.036631,0.5315989999999999
159,0.02,0.002855,5,0.27,0.011,-1e-05,0.514517,15.84934,0.000647,0.006,0.59,0.00265,72.486988
160,0.0155,0.320036,2,0.347594,-0.002,-8e-06,0.086022,13.459588,0.000627,0.006,0.374332,0.001709,700.45668
161,0.2935,0.0,1,0.436667,-0.136,1.9e-05,0.320729,18.725647,0.009283,0.1375,0.22,0.022142,0.574448
162,0.0125,0.265296,5,0.31666700000000003,0.0,8e-06,0.704676,14.926807,0.00047,0.005,0.483333,0.001407,169.691495
163,0.1825,0.0,7,0.357143,0.1105,0.000197,0.076722,13.6175,0.007840999999999999,0.063,0.366071,0.018915,1.003883
164,0.18,1e-06,5,0.283333,-0.0445,-2.6e-05,0.5610470000000001,13.92919,0.006274,0.053,0.423333,0.017611,67.80452199999999
165,0.03275,0.165006,2,0.317757,-0.003,-5e-06,0.010597,13.893121,0.001008,0.008,0.476636,0.002807,23.230941
166,0.013,0.07121,2,0.282828,-0.005,-4e-06,0.031496,13.474303,0.000483,0.004,0.474747,0.001484,0.157904
167,0.173,0.0,1,0.423333,-0.057,-5.8e-05,0.300325,16.736413,0.006144,0.0825,0.213333,0.013765,1.845523
168,0.0365,0.073499,2,0.24,0.023,-5e-06,0.209644,11.74003,0.0013800000000000002,0.01,0.5,0.005494,0.501604
169,0.0495,0.00235,13,0.331395,-0.035,-9.6e-05,0.141132,14.909674,0.001526,0.016,0.372093,0.004895,743.7192
170,0.014,0.33035,5,0.347826,-0.005,-1.1e-05,0.635324,13.589185,0.000542,0.005,0.347826,0.001325,0.991772
171,0.037000000000000005,0.0,16,0.426667,0.003,3.8e-05,1.134846,14.599093,0.001522,0.02,0.27,0.003631,45.356736
172,0.337,0.0,1,0.282828,-0.368,-5.1e-05,0.595037,15.964263,0.012232,0.085,0.474747,0.033418,0.507437
173,0.0145,0.046917,10,0.343333,-0.0005,-0.000352,2.059087,14.283079999999998,0.000552,0.006,0.303333,0.00154,0.817444
174,0.031,0.781974,1,0.303333,0.0,1e-06,0.465463,13.48235,0.001166,0.011,0.436667,0.003709000000000001,0.513141
175,0.06075,0.027964,1,0.240385,0.029,-8e-06,0.56926,13.041279,0.002651,0.0225,0.432692,0.010541,23.372931
176,0.042,0.139076,2,0.376667,-0.001,0.0,0.132475,13.17893,0.001703,0.017,0.363333,0.004325,22.398619
177,0.0375,0.074146,3,0.35,0.0135,-1.1e-05,1.204819,13.35883,0.001401,0.013,0.373333,0.004267,29.883241
178,0.014,0.110862,2,0.313333,0.0,-4e-06,0.159134,14.523167,0.000471,0.004,0.41,0.001239,184.35727
179,0.0555,0.147226,4,0.336667,-0.0115,-4e-06,1.070336,14.159313,0.001956,0.0215,0.356667,0.005826,0.975848
180,0.1735,3e-06,1,0.28,0.091,1.3e-05,0.8832190000000001,18.972893,0.004262,0.0465,0.546667,0.017327000000000002,0.593547
181,0.0255,0.490447,2,0.286667,0.0,-7.000000000000002e-06,0.400246,13.76154,0.000927,0.0085,0.576667,0.00396,1.002931
182,0.1155,0.0,1,0.236667,0.1105,6e-06,3.645833,15.331743,0.003988,0.035,0.403333,0.012404,1.850314
183,0.0135,0.301935,6,0.323333,-0.001,1.4e-05,0.474576,14.824207,0.000474,0.0045,0.5,0.0016190000000000002,149.932549
184,0.5505,0.0,1,0.217391,0.43,5e-06,32.8125,19.912659,0.012857,0.145,0.494983,0.049728,0.313155
185,0.0105,0.097985,1,0.252525,0.005,5e-06,0.018444,13.26804,0.000382,0.003,0.414141,0.001357,0.256934
186,0.24,4e-06,4,0.326667,0.104,-0.001721,32.848837,18.855717,0.0070760000000000016,0.096,0.326667,0.02081,0.7985479999999999
187,0.02325,0.468307,3,0.326923,-0.0035,-1.8e-05,0.069348,13.098865,0.000912,0.009000000000000001,0.336538,0.002138,15.809014
188,0.01775,0.366581,3,0.29078000000000004,0.004,-2.1e-05,0.271985,13.755759,0.000676,0.006,0.425532,0.002036,1.0760379999999998
189,0.023,5e-06,5,0.296703,-0.01,5e-06,0.243902,14.849407,0.000766,0.006999999999999999,0.423077,0.002289,35.207874
190,0.054000000000000006,0.089283,8,0.31,0.013,-3.9e-05,0.265692,13.600193,0.0021920000000000004,0.0225,0.346667,0.006508,1749.519876
191,0.2285,0.0,1,0.373333,-0.092,8e-06,0.842993,16.779320000000002,0.007788,0.098,0.223333,0.017419999999999998,1.920316
192,0.013,0.225302,3,0.353741,-0.001,-3e-06,0.4259850000000001,13.423769,0.00053,0.005,0.360544,0.001266,534.03402
193,0.0195,0.223603,2,0.356667,-0.001,-7.000000000000002e-06,0.013804,14.575563,0.000704,0.006999999999999999,0.413333,0.00199,0.999687
194,0.0595,0.302371,2,0.345794,0.005,3e-05,0.076046,13.289925,0.002436,0.022,0.32710300000000003,0.006998999999999999,29.253336
195,0.0225,0.114308,2,0.313333,0.0025,2e-06,0.015819,15.4332,0.000712,0.006999999999999999,0.463333,0.002073,354.892065
196,0.01525,0.352452,1,0.349057,0.003,5e-06,0.007946,13.682368,0.0005740000000000001,0.006,0.311321,0.001389,0.295239
197,0.0165,0.019599,2,0.31,-0.006,3e-06,0.730689,13.767087,0.0005769999999999999,0.005,0.456667,0.001743,0.998488
198,0.113,0.0,2,0.45,0.017,-3e-06,0.909977,15.227597,0.004911,0.0695,0.143333,0.008506999999999999,2.186267
199,0.01775,0.2477,1,0.299065,-0.005,-3e-06,0.013375,14.506560999999998,0.000692,0.006,0.5046729999999999,0.002412,158.634137
200,0.0575,1.6e-05,9,0.306667,0.021,-4.8e-05,1.353638,13.186067,0.002349,0.022,0.453333,0.010545,21.166254
201,0.025,0.22721,3,0.313333,0.0,3e-06,4.046243,14.943587,0.000869,0.009000000000000001,0.4,0.002877,18.312044
202,0.0225,0.172119,3,0.32,-0.0045,-2e-06,1.449275,14.221247,0.0008029999999999999,0.008,0.416667,0.00225,0.998875
203,0.0135,0.250418,9,0.313333,0.0,-7.6e-05,3.052326,15.693782999999998,0.000464,0.005,0.443333,0.001402,11.547658
204,0.129,0.0,25,0.480874,-0.0125,-0.000376,0.32235,13.427929,0.00655,0.086,0.163934,0.013335,267.579846
