,Amplitude,AndersonDarling,Autocor_length,Beyond1Std,Gskew,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PercentAmplitude,PeriodLS
737,0.239,0.323338,1,0.333333,-0.048,2.1e-05,0.268757,19.006973,0.0068260000000000005,0.095,0.36,0.017361,0.5853510000000001
738,0.0325,0.609101,3,0.35,0.003,1.8e-05,0.139276,14.895093,0.00109,0.011,0.403333,0.003088,1754.629764
739,0.0995,0.0,1,0.47,-0.0025,-2e-06,0.194189,15.264203,0.004409000000000001,0.0625,0.173333,0.007959,2.154477
740,0.026,0.490466,2,0.303333,0.002,-5e-06,0.022757,15.14792,0.000848,0.009000000000000001,0.426667,0.002905,427.091316
741,0.055,0.031329,4,0.296667,-0.0085,-3.8e-05,0.297,14.517729999999998,0.001941,0.0185,0.46,0.007059,2092.809495
742,0.031,0.0,1,0.22,0.0275,7.000000000000002e-06,0.672948,15.873773000000002,0.000972,0.008,0.72,0.0044740000000000005,1.00149
743,0.0245,0.086184,1,0.283333,0.005,2e-06,0.016288999999999998,15.15416,0.00081,0.008,0.446667,0.002376,18.951294
744,0.028,0.140029,2,0.313333,0.0,0.0,1.542143,14.7827,0.0009880000000000002,0.009000000000000001,0.52,0.003315,971.316333
745,0.0305,0.065192,3,0.310606,-0.0115,2.6e-05,0.177226,12.989621,0.001193,0.01,0.431818,0.003002,1.049236
746,0.0135,0.046612,1,0.29,-0.0025,-1e-06,1.122499,15.155357,0.000456,0.0045,0.563333,0.002012,13.421155
747,0.0195,0.009523,1,0.266667,0.001,1e-05,2.972973,16.09466,0.000657,0.006,0.636667,0.0032310000000000004,0.134997
748,0.052000000000000005,0.00098,3,0.306667,-0.016,-2.2e-05,0.364166,13.587193,0.001846,0.0135,0.506667,0.006623,1488.99089
749,0.016,0.005765,2,0.29,0.002,-2e-06,0.121139,15.279187,0.000516,0.0045,0.646667,0.002356,900.823468
750,0.016,0.241972,1,0.303333,-0.002,-4e-06,0.018802000000000003,15.616753,0.0005480000000000001,0.006,0.496667,0.002113,0.499211
751,0.229,0.0,1,0.48503,-0.2225,-6.2e-05,3.315291,17.259784,0.008570999999999999,0.096,0.221557,0.021609,1.287939
752,0.0185,0.0,1,0.111864,0.003,7.000000000000002e-06,0.062889,14.614579999999998,0.000937,0.006,0.922034,0.009033,0.997425
753,0.08375,0.393012,2,0.352941,0.006,-2e-05,0.600601,14.315118,0.003182,0.029,0.323529,0.007475,29.002099
754,0.0795,1e-06,6,0.25,-0.013,2.8000000000000006e-05,0.229402,13.13273,0.002712,0.02,0.52,0.008981999999999999,1143.520893
755,0.17325,0.046921,1,0.367925,0.017,-7.000000000000002e-06,0.219481,17.364151,0.005435,0.0735,0.264151,0.011788,0.589674
756,0.0245,0.14818,2,0.33,0.006,-9e-06,0.163108,13.938477,0.000919,0.009000000000000001,0.473333,0.003157,24.875985
757,0.01525,0.151098,4,0.25850300000000004,0.001,5e-06,0.319489,13.918925,0.000508,0.004,0.52381,0.001652,204.91788
758,0.083,6e-06,10,0.31,0.055,-5.400000000000001e-05,0.8169930000000001,15.10012,0.002573,0.023,0.503333,0.009871,0.999552
759,0.3525,0.0,2,0.396667,-0.108,0.0014,43.053645,18.81026,0.010533,0.151,0.273333,0.02362,0.526684
760,0.0345,0.29183600000000004,4,0.343333,-0.004,0.0,0.039064,15.432967,0.001139,0.012,0.366667,0.003175,208.099876
761,0.108,0.0,3,0.27,0.114,-0.000753,11.838565,17.119027,0.003822,0.034,0.493333,0.010822,0.322099
762,0.012,0.316106,1,0.33,0.001,-3e-06,0.420673,15.574497,0.000413,0.0045,0.453333,0.001252,1.005584
763,0.0765,0.014952000000000003,13,0.29341300000000003,0.022,-5.8e-05,0.956938,14.546156,0.002758,0.03,0.29940100000000003,0.0063950000000000005,319.399614
764,0.01125,0.200664,1,0.291667,0.0025,-2.8000000000000006e-05,0.058554,15.479597,0.000402,0.0035,0.555556,0.0016469999999999998,0.195856
765,0.04525,0.334922,4,0.361905,0.0055,-5.1e-05,0.019274,12.70219,0.001977,0.019,0.352381,0.004567,23.422432
766,0.28,0.001431,1,0.296667,-0.009000000000000001,-8.8e-05,12.126316,18.705263,0.007387,0.0805,0.486667,0.021351,0.536496
767,0.036000000000000004,0.001128,7,0.327759,-0.0165,-4e-06,0.715859,15.113669,0.00114,0.01,0.4916390000000001,0.004168,146.076512
768,0.0805,0.0,1,0.416667,-0.004,8e-06,0.144274,15.14141,0.003321,0.0405,0.193333,0.006075,4.016015
769,0.44875,0.0,1,0.418478,-0.2585,0.000105,10.46425,16.814859,0.01516,0.16,0.23913,0.036187,0.444772
770,0.02,0.020871,4,0.372727,0.0035,-4.6e-05,0.221729,13.548364,0.0008439999999999999,0.008,0.318182,0.002141,927.6003
771,0.014,0.031026,2,0.253333,-0.001,3e-06,0.432408,15.531663,0.000427,0.004,0.56,0.001352,9.233335
772,0.057,0.0876,5,0.323353,-0.006999999999999999,-5.7e-05,0.240359,14.44206,0.002204,0.022,0.359281,0.006371,30.326011
773,0.03,0.0,3,0.25506100000000004,-0.0095,-4e-06,2.190722,13.579291,0.001047,0.006999999999999999,0.62753,0.003829,22.289763
774,0.1405,0.005028,22,0.353333,0.044,6.9e-05,0.015775,15.307423000000002,0.004789,0.0505,0.363333,0.012122,0.998216
775,0.0325,0.030402,5,0.36,0.005,1.4e-05,0.33137,15.00325,0.001161,0.011,0.54,0.004866,26.320092
776,0.157,5.5e-05,5,0.254386,0.056,-8.6e-05,0.111682,13.080596,0.005987,0.047,0.421053,0.015561000000000004,40.330783
777,0.0565,0.0,5,0.306667,0.03,-1.5e-05,0.016000999999999998,14.791947,0.00198,0.0175,0.406667,0.00585,177.55068300000005
778,0.0235,0.000997,7,0.363333,-0.002,-1.5e-05,2.372881,14.744223000000002,0.000897,0.01,0.31666700000000003,0.002306,14.913229
779,0.172,3e-05,10,0.323333,0.114,-9.5e-05,0.4569470000000001,13.03826,0.006871,0.0625,0.43,0.026096,797.558984
780,0.08,0.005715,5,0.343333,-0.006,1.5e-05,0.611621,14.077567000000002,0.003074,0.032,0.313333,0.008346,49.847436
781,0.0205,0.065855,1,0.266187,0.009000000000000001,2.6e-05,1.757322,15.776043,0.00058,0.006,0.4820140000000001,0.001902,1.040234
782,0.1875,0.0,10,0.356667,0.165,-2e-05,0.058713,13.114203,0.008256999999999999,0.08199999999999999,0.346667,0.024785,725.08665
783,0.10925,5.9e-05,1,0.442857,-0.06,5.2e-05,0.262759,15.282714000000002,0.004706,0.0625,0.157143,0.009281,2.209715
784,0.014,1e-05,8,0.286667,0.006999999999999999,2.1e-05,0.644468,14.694776999999998,0.000475,0.004,0.53,0.002042,22.489576
785,0.0505,0.0,1,0.266667,0.035,4e-06,2.484472,17.41114,0.001438,0.014,0.586667,0.005975,1.594885
786,0.2095,0.0,1,0.25,0.2,1e-06,18.851436,18.860337,0.005705,0.0555,0.513333,0.02026,0.401527
787,0.0285,0.05064,2,0.273333,0.009000000000000001,-7.000000000000002e-06,0.020318,14.628917,0.00093,0.009000000000000001,0.583333,0.00376,0.957636
788,0.0255,0.008598999999999999,2,0.288066,0.01,-6e-06,1.014568,13.38635,0.00106,0.01,0.493827,0.004557,0.993161
789,0.0475,0.163771,3,0.31,-0.01,-2e-05,0.903614,13.83345,0.001708,0.015,0.486667,0.005457,23.751355
790,0.132,0.594208,4,0.31666700000000003,0.006,-2e-05,0.400291,13.12729,0.005137,0.0485,0.356667,0.01291,56.76525600000001
791,0.0235,0.5071640000000001,3,0.356667,0.0015,-7.000000000000002e-06,1.124859,13.47739,0.000903,0.0085,0.336667,0.0023,14.994917999999998
792,0.111,1.3e-05,2,0.381271,0.0535,0.000193,8.870968,17.265846,0.003661,0.053,0.257525,0.009096,0.160294
793,0.3185,1e-06,1,0.36,-0.094,1.1e-05,2.431222,18.885753,0.009471,0.1335,0.333333,0.022151,0.571902
794,0.0205,0.233064,2,0.286667,-0.002,-2e-06,0.611621,13.911313,0.000745,0.006999999999999999,0.4,0.0023,265.852995
795,0.08900000000000001,0.000259,4,0.323333,-0.024,1.8e-05,0.181951,14.536976999999998,0.003274,0.033,0.366667,0.008459,51.089702
796,0.0345,0.005917,16,0.36,0.0095,1.2e-05,1.346801,14.382417000000002,0.001269,0.013,0.363333,0.003616,777.414489
797,0.06875,0.269459,3,0.261261,0.008,-1e-06,0.189215,13.159162,0.002637,0.024,0.369369,0.007447,0.994661
798,0.0175,0.385587,2,0.33,-0.0005,-6e-06,0.8169930000000001,14.46085,0.000603,0.006,0.366667,0.001729,1.061381
799,0.0135,0.0,51,0.38,0.006,0.001783,1.366743,14.0769,0.000543,0.006,0.33,0.00135,12.29562
800,0.0225,0.583539,5,0.326667,-0.001,-1.1e-05,0.458716,14.317332999999998,0.000789,0.0075,0.396667,0.00234,1651.27175
801,0.303,0.0,18,0.393333,-0.214,-4.9e-05,0.515654,13.8796,0.013412,0.133,0.403333,0.035384,277.299013
802,0.1195,0.0,9,0.369369,0.0915,0.00028900000000000003,0.54206,12.985523,0.005481000000000001,0.038,0.351351,0.013416999999999998,274.126938
803,0.0715,0.0,3,0.274419,0.046,1e-06,0.014597999999999996,14.805405,0.002419,0.023,0.47907,0.00919,52.097677
804,0.0345,0.822701,2,0.303333,0.002,-1e-05,0.113314,13.68913,0.001317,0.012,0.503333,0.005479,29.632783
805,0.3105,0.120539,1,0.311037,-0.015,4.8e-05,5.17199,18.953936,0.008388,0.113,0.4515050000000001,0.030089,0.535299
806,0.07575,0.005672,11,0.384615,0.011,-1.4e-05,0.028404,13.005817,0.0034460000000000003,0.038,0.259615,0.006459,548.084916
807,0.017,0.113303,2,0.32,0.0035,-1e-06,0.07133400000000001,15.297557,0.0005780000000000001,0.006,0.47,0.001765,0.972442
808,0.0315,3e-05,17,0.33,0.024,1e-05,0.384369,14.385637,0.00125,0.012,0.483333,0.005631000000000001,655.343378
809,0.039,0.185247,3,0.31,0.014,-3e-06,3.460208,13.823517,0.00145,0.013,0.403333,0.004268999999999999,32.39262
810,0.0585,3e-06,2,0.266667,0.036000000000000004,-1.1e-05,3.169014,12.814343,0.0020800000000000003,0.016,0.48,0.00796,72.65296
811,0.0705,0.009356,4,0.336667,-0.006999999999999999,2.5e-05,1.106557,13.596429999999998,0.00271,0.025,0.343333,0.006103,23.77035
812,0.1395,0.0,1,0.469027,0.023,-2.7e-05,0.221965,16.24846,0.005716,0.087,0.15044200000000002,0.009668,0.328474
813,0.5415,0.0,1,0.241611,0.131,-2.4e-05,7.672911,20.35743,0.012698,0.13699999999999998,0.654362,0.05338,1.318449
814,0.0145,0.00742,1,0.29,0.004,-9e-06,0.241546,14.45798,0.0005200000000000001,0.005,0.44,0.002006,8507.96112
815,0.011,0.011052,2,0.336735,0.01,1.1e-05,0.017985,13.132224,0.000503,0.0045,0.397959,0.00179,0.095603
816,0.0825,0.014707,6,0.32,-0.004,3e-06,0.014422999999999997,14.149087,0.002855,0.025,0.396667,0.006784999999999999,103.321288
817,0.0395,0.7851899999999999,2,0.326923,0.0095,-2.6e-05,0.379507,13.424635,0.001536,0.0135,0.413462,0.004656,0.49846
818,0.0165,0.014341,8,0.328859,0.0025,-1.3e-05,0.46729,15.50396,0.00057,0.006999999999999999,0.352349,0.00187,176.861028
819,0.3345,0.000135,10,0.313333,0.209,-0.000115,0.303951,12.91891,0.012359,0.115,0.33,0.038867,62.351364
820,0.0215,0.13625,2,0.326667,0.002,-1e-06,0.015927,15.00482,0.000766,0.008,0.366667,0.002066,23.171291
821,0.1875,0.000328,6,0.286667,0.026,8.4e-05,0.230965,13.903907,0.0062840000000000005,0.054000000000000006,0.42,0.01871,414.04434
822,0.1405,0.11001,5,0.292135,-0.045,-0.000255,0.258065,12.462753,0.005468,0.047,0.359551,0.013158,1.022292
823,0.035,0.419188,2,0.292929,0.009000000000000001,7.000000000000002e-06,0.027496,13.75596,0.001251,0.013,0.343434,0.003199,25.23708
824,0.0155,0.015996,1,0.25666700000000003,0.003,-5e-06,0.033719,15.737907,0.000458,0.004,0.503333,0.001462,0.999648
825,0.0175,0.199208,6,0.33,0.0,-7.000000000000002e-06,0.293083,15.320147,0.000575,0.006,0.473333,0.001762,146.076512
826,0.0215,0.000331,1,0.254181,0.0055,3e-06,1.502048,14.9379,0.000729,0.006,0.635452,0.003012,0.331642
827,0.3885,0.0,1,0.406667,-0.162,1.6e-05,2.943058,18.973767,0.011086,0.1285,0.38,0.028615,0.534222
828,0.013,0.011238,2,0.376667,-0.003,4e-06,0.409165,14.138927,0.000482,0.005,0.353333,0.001485,174.258077
829,0.021,0.012121,1,0.277592,0.005,2e-06,1.831807,15.459612,0.000675,0.006999999999999999,0.628763,0.003622,0.330094
830,0.1675,0.001816,8,0.303333,0.004,2.4e-05,0.761421,12.867757,0.006227,0.0445,0.433333,0.014802,111.533835
831,0.0155,0.081204,2,0.326667,-0.0035,1e-06,0.25445300000000004,14.02272,0.0005809999999999999,0.005,0.543333,0.001997,974.562033
832,0.0245,0.000359,1,0.284281,0.014,1e-05,1.7736490000000005,16.067023000000002,0.0007480000000000001,0.008,0.478261,0.00249,0.331506
833,0.0665,0.0,14,0.31,0.048,3.4e-05,0.262664,14.625733,0.002109,0.0155,0.523333,0.006873000000000001,85.582328
834,0.03175,0.000537,5,0.38172,-0.015,-2.3e-05,0.179276,12.239683,0.001452,0.014,0.301075,0.004166,29.745343
835,0.0635,0.746857,4,0.31,0.01,-2e-05,0.10558499999999997,13.26815,0.002584,0.025,0.443333,0.008667,0.965014
836,0.0365,0.69426,3,0.342342,-0.004,-9e-06,0.038688,13.789072,0.00143,0.014,0.369369,0.003626,0.48849
837,0.491,0.0,1,0.110368,0.772,1.6e-05,21.489971,19.416452,0.010603,0.061,0.792642,0.055355,4.106445
838,0.399,5e-06,1,0.375,-0.258,3.9e-05,0.477986,15.598135,0.014712,0.1395,0.288462,0.034993,0.544413
839,0.02,0.00014199999999999998,16,0.32,0.01,3.7e-05,0.319562,15.093837,0.000699,0.008,0.263333,0.001988,89.220146
840,0.111,0.91327,4,0.336667,-0.006,-3.7e-05,0.396601,13.11664,0.004321,0.039,0.373333,0.010826,48.064924
841,0.0195,0.093241,3,0.322581,-0.006,-2.3e-05,1.030928,13.597054,0.000785,0.008,0.354839,0.002059,0.988018
842,0.0295,2.9e-05,3,0.33,-0.015,-1.2e-05,0.028099,14.687847,0.001059,0.011,0.323333,0.003064,28.279603
843,0.0215,0.135964,2,0.34,0.005,0.0,0.13465,15.064957,0.000722,0.008,0.436667,0.002191,23.848045000000006
844,0.0255,0.233344,1,0.353333,-0.0055,2e-06,0.181818,15.614503,0.000903,0.01,0.37,0.002754,1.0000129999999998
845,0.034,0.353856,2,0.27619,0.0015,0.0,0.014004,13.858962,0.001178,0.01,0.438095,0.0033909999999999995,19.394865
846,0.105,0.294154,3,0.346667,0.01,2.5e-05,1.734947,14.135253,0.00365,0.032,0.386667,0.009198,36.862302
847,0.019,0.018448,2,0.270833,0.006,1.1e-05,0.025084,13.032958,0.000767,0.006999999999999999,0.4375,0.002456,0.994295
848,0.097,0.077565,4,0.33,-0.021,2.3e-05,0.401376,14.10532,0.003453,0.034,0.42,0.009786,58.765335
849,0.015,0.047759,3,0.286667,-0.0015,-6e-06,0.6361319999999999,13.47184,0.000585,0.005,0.52,0.002227,1754.2116600000004
850,0.27425,0.0018170000000000005,2,0.368794,-0.064,-9.1e-05,1.087866,13.777078,0.011574,0.115,0.29078000000000004,0.022729,12.644923
851,0.0145,0.428152,1,0.303333,0.0015,0.0,0.012904,15.565273,0.00048,0.005,0.46,0.0016699999999999998,1.000732
852,0.0255,0.8765629999999999,2,0.343434,-0.006999999999999999,-1.6e-05,0.45977,12.798384,0.001019,0.008,0.414141,0.002656,16.720989000000007
853,0.202,3e-06,8,0.4489800000000001,0.106,0.0004969999999999999,0.023745,12.614602,0.01071,0.1105,0.22449,0.021408,1.011827
854,0.0285,0.03949,3,0.286667,0.0015,9e-06,1.010805,14.184313,0.00098,0.008,0.473333,0.00282,0.999025
855,0.029,0.040292,4,0.357143,-0.0105,-4e-05,0.110681,14.398595000000002,0.001093,0.0105,0.404762,0.003229,15.047575
856,0.4235,0.0,13,0.363333,-0.099,-0.000268,0.022555,14.273617000000002,0.016656999999999998,0.16899999999999998,0.26,0.038644,416.000191
857,0.0855,0.0,1,0.236667,0.079,1.2e-05,2.996255,16.172763,0.00266,0.013,0.633333,0.010459,0.451355
858,0.02075,0.669439,3,0.333333,0.003,-8.3e-05,0.015132,14.776942000000002,0.000731,0.008,0.347826,0.001692,0.090314
859,0.02125,0.075309,1,0.365979,0.004,7.000000000000002e-06,0.028545,15.650273,0.000725,0.0085,0.407216,0.002524,0.499785
860,0.2645,3.4e-05,1,0.31666700000000003,0.1275,2.2e-05,0.359631,18.88488,0.007508,0.099,0.383333,0.023716,0.487187
861,0.1245,0.0,4,0.136667,0.156,-0.000572,9.034544,17.343383,0.002993,0.021,0.67,0.013964,0.621011
862,0.027000000000000003,0.016169,8,0.31,-0.0025,-2.2e-05,0.29146,14.899967000000002,0.000939,0.009000000000000001,0.476667,0.003423,1668.116628
863,0.114,0.116206,6,0.343333,0.018000000000000002,-4.2e-05,0.185234,14.244370000000002,0.004228,0.045,0.343333,0.012213,65.141005
864,0.0285,0.422842,2,0.301653,0.006,-6e-06,0.6655220000000001,12.909525,0.001084,0.0095,0.466942,0.004106,14.765513
865,0.0885,0.0017870000000000004,5,0.336667,0.035,1.1e-05,0.736648,13.16285,0.003536,0.029,0.38,0.009197,49.697128
866,0.141,0.000984,1,0.26510100000000003,0.07,-4e-06,0.427193,19.154312,0.003952000000000001,0.0445,0.620805,0.016946,0.351192
867,0.354,0.0,1,0.230769,0.16899999999999998,-1e-05,5.071813,19.607385,0.008734,0.086,0.6822739999999999,0.035995,0.7276630000000001
868,0.0285,0.118541,5,0.376543,0.006,2.1e-05,0.613079,15.097654,0.0010550000000000002,0.013,0.358025,0.003047,26.61512
869,0.027000000000000003,0.0,7,0.300546,0.012,0.0,0.2149,13.975148,0.000933,0.006,0.5683060000000001,0.003292,668.949615
870,0.2075,3.9e-05,1,0.343333,0.03,1.2e-05,8.559919,18.99509,0.005888,0.08900000000000001,0.336667,0.016156999999999998,0.314369
871,0.1375,0.002082,5,0.295918,0.0615,0.000261,0.024592,12.807765,0.005645000000000001,0.05,0.326531,0.013521,63.462724
872,0.0465,0.132708,3,0.33,-0.006,-2.2e-05,0.241896,13.595527,0.001782,0.016,0.4,0.004928,1754.629764
873,0.028,0.125556,4,0.343333,0.0055,0.0,0.829016,14.17519,0.001081,0.0115,0.376667,0.002716,1195.731694
874,0.1315,0.000304,2,0.383333,0.0105,0.000351,31.932773,18.40679,0.003985,0.0595,0.313333,0.012035,0.341363
875,0.0155,0.034124,2,0.343434,0.004,-1.8e-05,0.015219,12.25198,0.000696,0.006,0.272727,0.001714,23.261792
876,0.0205,0.019867,3,0.283333,-0.0045,4e-06,0.350877,14.354292999999998,0.0007570000000000001,0.006,0.576667,0.002717,735.17652
877,0.01625,0.289869,2,0.372549,0.003,4e-06,0.118325,14.927265,0.0005639999999999999,0.005,0.372549,0.001474,133.134024
878,0.024,0.532458,1,0.293333,-0.002,4e-06,0.028142,15.068653,0.000782,0.008,0.46,0.002356,20.971549
879,0.024,0.816289,4,0.340426,0.0035,-3.4e-05,0.484094,15.002032,0.00086,0.009000000000000001,0.393617,0.002366,36.587512
880,0.252,0.0,1,0.47,-0.08900000000000001,-2e-06,0.427293,17.088047,0.009636,0.1515,0.186667,0.018206,0.8707440000000001
881,0.123,0.002452,4,0.39823,-0.044,-0.000107,0.245645,12.518487,0.005703,0.063,0.221239,0.013419,63.246003
882,0.193,0.0,1,0.16388,0.23,-8e-06,0.515409,19.046672,0.004893,0.043,0.719064,0.02427,1.602361
883,0.4135,0.0,1,0.386667,-0.3720000000000001,5.1e-05,5.657492,16.0761,0.014922,0.156,0.24,0.03846,0.448193
884,0.029,0.209902,4,0.336667,-0.0025,1.1e-05,0.035988,15.109663,0.00097,0.01,0.376667,0.002581,0.997956
885,0.0205,0.222606,6,0.345455,-0.003,2.8000000000000006e-05,0.117165,12.669509,0.0008230000000000001,0.0075,0.309091,0.001973,297.22864
886,0.112,0.0,1,0.38,-0.043,1.5e-05,3.933747,16.25724,0.003865,0.0475,0.27,0.009128,0.5448850000000001
887,0.017,0.013725,8,0.35,-0.0035,0.0,0.722022,15.35626,0.000594,0.006999999999999999,0.38,0.001823,14.119114
888,0.3835,0.042013,1,0.328947,-0.02,-0.000133,2.851524,19.207684,0.011965,0.2005,0.25,0.022639,0.494363
889,0.0885,0.0,8,0.282353,0.093,-1.3e-05,0.381194,12.1,0.004236,0.016,0.576471,0.011339,665.974935
890,0.092,0.0,1,0.118644,0.139,9e-06,5.083089,17.826332,0.002886,0.023,0.8508469999999999,0.021942,5.755557
891,0.02475,0.051298,4,0.365385,-0.004,-4.8e-05,0.071337,12.220904,0.001141,0.0095,0.288462,0.002455,0.499099
892,0.013,0.092308,1,0.322917,0.002,8e-06,0.026066,13.094854,0.000534,0.0045,0.322917,0.001336,8.349210000000001
893,0.02,0.001149,3,0.31,0.005,-1.2e-05,1.269841,14.598507,0.000688,0.006999999999999999,0.406667,0.002055,2765.81156
894,0.14800000000000002,0.069996,7,0.346667,-0.02,-3.3e-05,0.364166,13.36272,0.005801,0.0555,0.323333,0.015605,78.917174
895,0.0925,0.0,1,0.376667,0.027000000000000003,1.6e-05,0.103051,17.313177,0.0032840000000000005,0.0475,0.233333,0.007483,0.225137
896,0.0545,2.7e-05,7,0.302703,-0.0255,-0.000121,0.533333,13.108303,0.00204,0.015,0.416216,0.0061,2675.95878
897,0.0195,0.016409,4,0.324675,0.0105,8.7e-05,0.319585,14.816766,0.000729,0.006999999999999999,0.428571,0.002632,0.968631
898,0.076,0.07177,5,0.323333,0.006999999999999999,-1.3e-05,0.181818,13.867757,0.002706,0.026,0.366667,0.006815000000000001,123.437254
899,0.039,0.0,3,0.097315,0.064,1.4e-05,2.512563,15.643725,0.001136,0.006,0.8154359999999999,0.006522,1.66878
900,0.0245,0.000156,3,0.29,0.008,-3e-06,0.369413,13.458737,0.000902,0.0075,0.5,0.003121,27.731109000000004
901,0.0325,0.002182,4,0.363095,-0.008,-3e-06,0.155022,15.329167000000002,0.001244,0.015,0.309524,0.003555,17.913235
902,0.013,0.035693,2,0.31,-0.002,-4e-06,0.103453,13.977182999999998,0.000496,0.005,0.49,0.001646,1252.323189
903,0.098,0.0,1,0.077181,0.1725,4e-06,0.666263,17.368342000000002,0.002914,0.013,0.8892620000000001,0.019358,0.934688
904,0.165,0.0,6,0.33,0.1165,-5.5e-05,0.220318,13.705967,0.0065060000000000005,0.0605,0.366667,0.01739,61.197024
905,0.3845,0.0,18,0.313333,0.462,0.00034500000000000004,10.030395,14.45485,0.015378,0.1325,0.386667,0.054217,180.157296
906,0.022,0.608675,3,0.31,-0.001,1.2e-05,0.332471,13.814997,0.0008119999999999999,0.008,0.426667,0.0026780000000000003,402.872077
907,0.0135,0.190032,3,0.328467,0.0035,2.7e-05,0.13985999999999998,15.309715,0.0005059999999999999,0.005,0.452555,0.001633,222.592062
908,0.02825,0.014475,4,0.243243,0.0055,1.4e-05,0.239808,14.954514,0.0008789999999999999,0.0085,0.459459,0.002975,40.474036
909,0.02,0.026502,2,0.303333,0.0055,-3e-06,0.034960000000000005,15.621617,0.000625,0.006,0.446667,0.002113,2.098245
910,0.0515,0.030851,3,0.333333,0.017,-2.5e-05,0.456274,13.928243,0.001808,0.0145,0.46,0.005493,1.000419
911,0.081,3.2e-05,3,0.285714,0.07,-1.2e-05,0.011962,13.785911,0.002973,0.022,0.553571,0.011321,370.146616
912,0.00875,0.066005,3,0.358696,0.001,5e-06,0.100264,13.228359,0.000367,0.003,0.418478,0.000983,0.098113
913,0.1295,0.0,1,0.2,0.1145,7.000000000000002e-06,0.252117,18.369897,0.003182,0.0275,0.61,0.012554,0.681804
914,0.2475,0.0,1,0.21,0.1885,2.1e-05,1.767192,19.265553,0.006174,0.0585,0.743333,0.030758,0.964209
915,0.0215,0.046973,2,0.313333,-0.008,1e-06,0.269421,15.203893,0.000731,0.0075,0.37,0.002236,19.12906
916,0.0915,0.006107,3,0.33,0.022,1e-06,1.289609,13.48875,0.003533,0.032,0.336667,0.008307,32.057727
917,0.029,0.17241099999999998,3,0.346667,-0.0005,1e-06,0.368409,13.523037,0.001103,0.0115,0.38,0.003587,1088.3302720000004
918,0.013,0.312775,1,0.313333,0.0,-6e-06,0.211353,14.363457,0.000456,0.005,0.39,0.001392,7.500278
919,0.0335,0.016661000000000002,4,0.286667,0.008,1.6e-05,0.5740529999999999,13.346223,0.00128,0.011,0.523333,0.004346,179.880879
920,0.0295,0.351365,2,0.31,-0.008,-7.000000000000002e-06,3.006329,13.181973,0.001119,0.01,0.423333,0.003489,0.99713
921,0.132,0.002006,5,0.36,0.015,-4e-05,0.097345,13.827717000000002,0.004911,0.0505,0.296667,0.010961,577.583576
922,0.2905,0.0,1,0.436667,-0.14400000000000002,5e-06,2.21519,16.781433,0.01043,0.129,0.196667,0.023887,1.566766
923,0.0255,0.307852,1,0.33,0.0025,8e-06,1.846286,16.7635,0.000732,0.008,0.396667,0.002088,0.993865
924,0.05175,0.05791900000000001,4,0.384615,0.008,-1.3e-05,0.635324,12.836333,0.002248,0.0195,0.320513,0.00448,1.024577
925,0.415,0.0,1,0.233333,0.581,-4.5e-05,2.243662,17.886303,0.013845,0.0935,0.52,0.046456,0.374291
926,0.02875,0.030172000000000008,4,0.285714,-0.014,-5.2e-05,0.461255,13.273333,0.001087,0.009000000000000001,0.571429,0.003616,222.377975
927,0.03025,0.622088,3,0.307692,0.006,-3.2e-05,0.020847,13.461365,0.001153,0.01,0.384615,0.003268,456.73743
928,0.0365,0.141951,3,0.296667,0.001,-2e-06,0.044903,14.960273,0.001166,0.011,0.433333,0.0033420000000000004,31.570866
929,0.412,0.0,1,0.077703,0.742,2.6e-05,8.594816,19.206659,0.0095,0.057,0.847973,0.059465,3.2403060000000004
930,0.08199999999999999,0.118349,2,0.392523,0.006999999999999999,-1e-05,0.023214,13.995879,0.003317,0.037000000000000005,0.299065,0.008503,33.246675
931,0.0215,0.011522,2,0.276667,0.003,6e-06,0.232019,13.359253,0.00081,0.006,0.546667,0.003518,14.842655
932,0.0995,0.0,4,0.166667,0.131,-0.000762,4.380242,16.241723,0.003075,0.027000000000000003,0.456667,0.012447,0.327222
933,0.1915,0.0,1,0.41,-0.076,-1.4e-05,0.43562,15.523743,0.007593000000000002,0.0995,0.206667,0.015799,3.346579
934,0.054000000000000006,0.14086700000000002,2,0.341667,0.006,1.4e-05,0.032927,13.146007999999998,0.002311,0.023,0.333333,0.006086,366.486285
935,0.03,0.062438,4,0.303333,0.0095,-2e-06,0.175649,13.29183,0.001174,0.012,0.416667,0.00474,0.997755
936,0.046,0.158588,6,0.34,0.005,-1.2e-05,0.02905,15.180973000000002,0.001519,0.0155,0.323333,0.003689,42.029448
937,0.147,0.000272,12,0.409938,0.061,-7.2e-05,0.752149,15.309596,0.005218,0.069,0.329193,0.012157,80.340887
938,0.205,0.020673,1,0.325203,0.0015,-7.000000000000002e-06,0.16403800000000002,17.781927,0.006465,0.08900000000000001,0.268293,0.015983,0.582591
939,0.168,0.0,3,0.196667,0.2255,7.6e-05,9.567617,17.358133,0.005182,0.032,0.5966670000000001,0.017490000000000002,0.35482800000000003
940,0.02975,0.025846,3,0.26213600000000004,0.006999999999999999,-3.2e-05,0.041609,14.090456,0.00095,0.008,0.485437,0.002839,44.001755
